"year","acousticness","danceability","Avg song duration (sec)","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence","popularity","key","mode"
1921,0.8958234375,0.4256609375,229.9119140625,0.23678359375,0.322330110234375,0.2158140625,-17.0954375,0.0772578125,100.3977578125,0.42549453125,0.3515625,7,1
1922,0.939236111111111,0.48,167.904541666667,0.23702625,0.440469940972222,0.238647222222222,-19.1799583333333,0.115419444444444,101.376138888889,0.534055555555556,0.138888888888889,10,1
1923,0.976328940828403,0.568461538461538,178.356301775148,0.246936094674556,0.401932482366864,0.236655621301775,-14.3738816568047,0.0986189349112426,112.456597633136,0.624787573964497,5.72781065088757,0,1
1924,0.935574544303799,0.548654008438819,188.46164978903,0.347032911392405,0.583954694599156,0.237874683544304,-14.2023037974684,0.0902097046413502,120.653358649789,0.668573839662448,0.60337552742616,10,1
1925,0.965422053231941,0.571889733840304,184.130699619772,0.264372623574144,0.408893408441065,0.243093536121673,-14.5167072243346,0.115457414448669,115.671714828897,0.61643041825095,2.70722433460076,5,1
1926,0.740919593821514,0.55829519450801,170.391501144165,0.239194931350114,0.468505273741419,0.234052517162471,-16.4106212814645,0.306672425629291,108.496573226545,0.495961453089245,1.61327231121281,5,1
1927,0.934606322919466,0.649959731543624,185.16319966443,0.256158724832215,0.402275783758389,0.167778523489933,-14.7268120805369,0.116197483221477,114.6114647651,0.660659060402685,0.832214765100671,7,1
1928,0.946188005917161,0.529695688926457,217.49831191885,0.207142747252747,0.516979011048182,0.177988334742181,-17.3161927303466,0.13531327134404,106.195245984785,0.492953592561285,1.53677092138631,1,1
1929,0.59111050865801,0.647005086580086,169.983425324675,0.24051341991342,0.219461260357143,0.235988311688311,-16.6070887445887,0.485278354978355,111.353988095238,0.638207683982685,0.327922077922078,7,1
1930,0.943474167309809,0.510382249173098,195.908559536935,0.327300192943771,0.36337664030871,0.2173203969129,-12.6859343991179,0.0797023704520396,110.214355567806,0.61845815876516,0.871554575523705,2,1
1931,0.875893522906795,0.556093522906793,179.379573459716,0.258433969984202,0.332011100379148,0.23911785150079,-15.9035813586098,0.233181516587678,108.010281200632,0.571312954186414,0.211690363349131,0,1
1932,0.940087682672235,0.560050939457202,193.462684759916,0.305478496868476,0.226417915678497,0.236319832985386,-13.2889060542797,0.141776409185804,116.225832985386,0.593601878914405,1.54279749478079,7,1
1933,0.905010860450161,0.603766398713826,192.454038585209,0.287360610932476,0.130555862041801,0.210155466237942,-12.7687652733119,0.096170578778135,115.053681672026,0.635153376205788,7.06913183279743,5,1
1934,0.892853750180506,0.52983393501805,187.911996389892,0.259990613718411,0.273865076570397,0.216328158844765,-14.8639386281589,0.104409386281588,115.98828700361,0.564255054151625,1.04693140794224,0,1
1935,0.781330268886046,0.553363892445583,222.171395006402,0.244698444302177,0.226478907439181,0.228123175416133,-15.4944801536492,0.354805121638925,110.664415492958,0.541963636363637,1.36299615877081,7,1
1936,0.795903499051234,0.532999905123339,248.519716318786,0.306197884440228,0.301756586394687,0.225570208728653,-13.7959051233396,0.214865180265655,109.981641366224,0.551709013282732,5.01043643263757,10,1
1937,0.899630872483222,0.556888087248322,205.470575503356,0.286996191275167,0.335733978724832,0.217990939597315,-13.4210201342282,0.0864667785234899,114.591169463087,0.594564932885905,3.5503355704698,7,1
1938,0.916126527083335,0.486981770833334,244.455019097222,0.283627083333334,0.36412720875,0.234537847222222,-14.3043489583333,0.0983902777777779,112.171123263889,0.521627795138889,2.03125,0,1
1939,0.882833907907908,0.513091891891892,215.190850850851,0.295648348348349,0.266189946126127,0.234701101101101,-13.818992992993,0.127324524524524,113.99698998999,0.562476576576576,4.22022022022022,0,1
1940,0.847110549999996,0.521639350000001,182.8244695,0.309803345,0.31548553683,0.2643472,-13.728306,0.2440925,108.3076335,0.61590747,0.827,7,1
1941,0.899570548654247,0.480442132505177,202.571476190476,0.261471915113872,0.448217660745341,0.200939648033126,-15.9093198757764,0.0938555900621121,107.395086956522,0.480071325051759,1.24016563146998,7,1
1942,0.85103554335961,0.46581394784718,221.935656761674,0.257303499090358,0.390266734760461,0.213301516070346,-15.0300109157065,0.082634930260764,106.197029714979,0.473810612492419,0.953911461491813,7,1
1943,0.915794006309151,0.467497003154574,216.915675078864,0.275160772870663,0.395795038974764,0.235692744479495,-13.5975615141956,0.113055205047319,106.344422712934,0.517023974763407,1.18454258675079,5,1
1944,0.893705468530561,0.507083485045514,247.493179453836,0.260940793237971,0.439483378530559,0.235994278283485,-14.4894044213264,0.171819505851755,107.232931079324,0.548159167750325,2.67880364109233,10,1
1945,0.701386807999998,0.52003165,194.490685,0.2270281005,0.270448321019999,0.20299625,-17.0140425,0.31295845,108.120676,0.494260550000001,1.7565,0,1
1946,0.924216926147703,0.403514504324684,262.658912840985,0.204252135728543,0.495375179707253,0.207839321357286,-17.7134843646041,0.0880250166333999,102.590530938124,0.373622821024618,1.64537591483699,7,1
1947,0.915398535148825,0.472398606713108,232.983251424952,0.258910930968968,0.344697102064598,0.220692843571881,-14.5937865737809,0.100910386320456,109.272360987967,0.506145281823938,1.16149461684611,0,1
1948,0.934265149892932,0.439915364025696,207.500813704497,0.247542342077088,0.392072308426124,0.221531852248394,-15.512073875803,0.086625267665953,107.375216809422,0.443624625267667,1.58244111349036,0,1
1949,0.907894694999999,0.44162305,225.38541,0.244627165,0.293478961725,0.210266,-15.6105295,0.1033084,108.8766015,0.428593750000001,3.307,0,1
1950,0.866723460599998,0.4914329,222.6060595,0.324979144999999,0.26204458361,0.2127911,-13.506982,0.1181832,111.7684885,0.551834250000001,2.7035,7,1
1951,0.90493329565,0.4597661,214.6600035,0.25026026,0.30645570118,0.2159926,-15.9488355,0.107834,109.1837115,0.43176165,2.799,0,1
1952,0.861885917999998,0.46265855,223.6498685,0.25158091,0.277559256635,0.2276149,-16.0553675,0.1641967,107.5911275,0.43688536205,2.9865,5,1
1953,0.891139458461537,0.436234358974359,217.921822051282,0.265310379487179,0.290270225071795,0.225679230769231,-15.5517676923077,0.0960542051282052,109.014178461539,0.423354256410256,3.1774358974359,0,1
1954,0.867919072299999,0.46662995,222.630231,0.25936111,0.278372244235,0.21994595,-15.59447,0.1159951,108.532237,0.446452200000001,7.0835,5,1
1955,0.845071036954999,0.490183349999999,220.256196,0.287021394999999,0.22579144932,0.22586435,-14.386474,0.10661965,110.391857,0.47206955,8.8735,0,1
1956,0.820099839999998,0.484882949999999,215.516486,0.306298675,0.234791087775,0.1860197,-14.1303665,0.0640541500000002,111.8144845,0.506133499999999,15.104,0,1
1957,0.790081449999999,0.50743335,241.185707,0.29674755,0.192335309905,0.18274105,-14.163187,0.0657210499999998,112.308124,0.51425785,18.6135,5,1
1958,0.777831215000002,0.4815849,212.955166,0.311422634999999,0.18628444677,0.2038149,-14.2781125,0.0578502,112.869024,0.4953149,18.1555,0,1
1959,0.77708802,0.488865049999999,216.623042,0.31679769,0.178835127005,0.1963936,-14.324556,0.0718479,112.506105,0.487513,19.805,0,1
1960,0.757064973,0.4873433,211.6006325,0.34719967,0.17841128996,0.20411595,-13.7775955,0.06681045,112.965354,0.52787905,18.4845,5,1
1961,0.751735724999999,0.489204099999999,230.6359715,0.343305774,0.260177455715,0.21087845,-14.158903,0.0622034,112.3063895,0.518212050000001,18.2335,0,1
1962,0.7130967665,0.499203100000001,210.3479275,0.379657,0.173527923265,0.2068896,-13.0558565,0.0581743500000001,114.924049,0.560296850000001,20.336,0,1
1963,0.712598154999999,0.4863314,200.2971395,0.373388234999999,0.19061366705,0.20351605,-13.602048,0.0546331000000001,114.546598,0.54989925,24.365,0,1
1964,0.686364562000001,0.506586250000001,197.7457025,0.397462465000001,0.155720749465,0.2202171,-13.0205355,0.06515295,115.0386355,0.567548499999998,25.1475,0,1
1965,0.607825756000001,0.5048521,192.590198,0.445830653000001,0.10963944913,0.21337455,-12.1029475,0.0582296,117.6115185,0.5791451,26.6705,0,1
1966,0.533855656469999,0.5035686,195.723263,0.472649404999999,0.107621696415,0.216338599999999,-11.7510585,0.0556450499999999,116.316601,0.58500235,28.06,9,1
1967,0.51656456769,0.49844525,201.815848,0.452212345,0.103044281815,0.19169365,-11.6416575,0.05105005,117.582517,0.55796715,31.207,0,1
1968,0.48882821335,0.50047985,217.3308715,0.456669245,0.11179651177,0.2179106,-12.178926,0.0600978,116.488288,0.566765800000001,30.9155,0,1
1969,0.44372195205,0.49049835,243.2392485,0.48958083,0.15599696905,0.2086283,-12.083148,0.0561867999999999,116.9565235,0.556460484999999,32.872,2,1
1970,0.452994843950001,0.509339,242.455391,0.497004649999999,0.1252118516,0.2163628,-11.8689105,0.0530029999999999,117.228647,0.57485125,34.439,2,1
1971,0.45290769965,0.504519350000001,261.7445995,0.500450855000001,0.124619310065,0.21742735,-12.0631855,0.0617199999999998,118.2344645,0.574403649999999,34.664,2,1
1972,0.4573328182,0.5208465,248.024293,0.5069524,0.112921810575,0.2093138,-11.7722985,0.0548738999999999,119.2493455,0.597263999999998,34.7465,2,1
1973,0.412536525,0.513551400000001,256.5221945,0.534839239999999,0.10450655859,0.20650535,-11.3201835,0.0575813,120.419363,0.587499300000001,36.6775,0,1
1974,0.4377837534,0.52052895,255.8322625,0.521901915,0.11100829628,0.22111405,-11.746781,0.0593369500000001,119.827762,0.5879766,32.1815,7,1
1975,0.415703516695,0.523718,255.555734,0.534788445,0.10596649847,0.22028765,-11.407781,0.0617354,119.095331,0.578468699999999,34.662,9,1
1976,0.362252848760001,0.53280355,266.387733,0.555976895,0.119460556135,0.252538700000001,-11.066453,0.0650381999999999,121.1474615,0.58459385,35.874,2,1
1977,0.33209420715,0.537293699999999,258.175421,0.564516208999999,0.12585467653,0.2240226,-11.034756,0.0606236999999999,122.0271205,0.58805865,35.743,9,1
1978,0.31619863111,0.54478325,252.2053435,0.570141965000002,0.098767661955,0.2239043,-10.76404,0.0639651,121.092253,0.59465825,35.7055,9,1
1979,0.282255005325,0.561816299999999,251.80105,0.598865364999999,0.10864248381,0.218108500000001,-10.8373475,0.0687691999999997,122.9454195,0.611247700000001,35.798,9,1
1980,0.28289861529,0.5578385,251.271876,0.60089611,0.122710304785,0.20805325,-10.604593,0.0601958,122.6640385,0.603314900000001,35.7065,0,1
1981,0.29243035647,0.54187025,252.5249085,0.601334017500001,0.15450694389,0.2254533,-11.0375065,0.0582515500000001,123.4056765,0.583291850000001,35.2655,9,1
1982,0.283249098010001,0.565730350000001,249.9057285,0.600036439500001,0.093279367085,0.2013609,-10.8133405,0.06617205,121.202016,0.59246755,35.725,2,1
1983,0.277094656275,0.54803335,251.4116325,0.614877525,0.142536127515,0.2018573,-10.992583,0.0687133,121.2740695,0.576061550000001,35.911,9,1
1984,0.271246582035,0.5397952,251.420918,0.60113052,0.13741236656,0.19596895,-11.3787775,0.0611703,121.9237365,0.566882705,37.168,9,1
1985,0.278964297730001,0.558500350000001,251.831435,0.61172402,0.10834785122,0.1995335,-11.178366,0.0578907,121.9948245,0.57058735,36.5785,9,1
1986,0.271672888195,0.5447083,253.202991,0.6218376,0.11428910607,0.20997095,-10.9862495,0.0658614500000001,120.925895,0.553341399999999,37.0025,7,1
1987,0.30107641818,0.54301125,249.306277,0.587712445,0.098808533655,0.1996317,-11.5242195,0.0583822999999999,120.406542,0.5424803,39.187,7,1
1988,0.30231366503,0.545063749999999,256.1610145,0.593498909999999,0.108803259385,0.21206585,-11.46748,0.06772325,120.481966,0.554020604999999,38.838,7,1
1989,0.300095781155,0.55203085,255.036374,0.591701695000002,0.10372133092,0.198774,-11.3089415,0.0648879500000002,120.6101975,0.558365950000001,38.6295,7,1
1990,0.304092532055,0.545185350000001,259.6262145,0.587650200000001,0.106585422525,0.2002561,-11.1057955,0.0678364,120.019514,0.533933599999999,39.785,7,1
1991,0.3159683435,0.561228250000001,244.292828,0.566022220000001,0.10899392891,0.1902512,-10.835189,0.0737074499999999,119.776355,0.554227299999999,41.21,7,1
1992,0.306602951315001,0.56382585,245.248012,0.589770795,0.0946897884100001,0.2004604,-10.454913,0.0755334,122.566212,0.564534600000001,42.485,7,1
1993,0.291017321719999,0.574499099999999,252.7718,0.571926055,0.114979256315,0.19882815,-10.773155,0.0781755999999999,119.9397855,0.55845145,42.325,7,1
1994,0.288333827905,0.5593907,252.1775665,0.590628339500001,0.10749149407,0.193088900000001,-10.080787,0.07814085,118.4363855,0.536973050000001,44.3795,7,1
1995,0.284955279599999,0.564964449999999,249.126044,0.589224815,0.108765109035,0.19991025,-9.86093449999998,0.0823249499999999,119.20807,0.53746685,44.443,0,1
1996,0.2859228642,0.591721449999998,248.1389245,0.591787604999998,0.08489056097,0.20051785,-9.27957849999999,0.0875630999999999,117.331936,0.56428925,44.4005,7,1
1997,0.30314284597,0.577966950000001,246.396506,0.6018173451,0.107329712285,0.20388905,-9.140692,0.0900282,117.7594745,0.54626405,45.1835,7,1
1998,0.277977634925001,0.5928674,248.8372385,0.61484337,0.10051360638,0.19614045,-8.82250449999999,0.0947249000000001,118.535518,0.545422699999999,45.231,7,1
1999,0.263356707990001,0.5862456,245.668599,0.6419781985,0.0876137148699998,0.20873355,-8.16613899999999,0.09936195,119.7589625,0.5578091,46.8325,7,1
2000,0.286654302515,0.589039399999998,242.958072,0.622222839999999,0.0997897603249999,0.20091825,-8.28886150000001,0.0898541500000002,118.932672,0.55734955,46.3125,7,1
2001,0.27039216723,0.585933149999999,241.01154,0.638171686000001,0.0947537967749999,0.1872397,-8.05144399999999,0.0912573999999998,117.9032015,0.5509531,48.6245,7,1
2002,0.27540860545,0.578627849999999,239.8102355,0.651352290000001,0.081102737325,0.19558895,-7.517304,0.0838091,119.5606995,0.5478405,48.202,7,1
2003,0.247379432045,0.57663275,245.057708,0.666177550000001,0.08068469056,0.19546715,-7.3594095,0.0923158499999999,121.0065355,0.53494295,48.4045,7,1
2004,0.264210290840001,0.572262399999999,239.9082885,0.660552560000001,0.06928727091,0.2022549,-7.35867950000001,0.0938196500000001,121.676676,0.530876450000001,48.974,7,1
2005,0.24681674257,0.5763006,238.882838,0.659766555000003,0.0810817803650001,0.189185735,-7.2980135,0.0940658499999998,122.1156545,0.53318355,50.3475,7,1
2006,0.26628397903,0.56844475,236.3643485,0.657829534999998,0.07320888855,0.18738655,-7.139478,0.0838488499999998,121.813486,0.5208878,50.631,7,1
2007,0.2418043613,0.56483005,242.9517495,0.673011300000001,0.07156176582,0.19531585,-6.99394750000001,0.083876,123.4701225,0.51510375,50.7085,7,1
2008,0.24111812006,0.583410499999999,239.900875,0.675860892299999,0.06107572251,0.1985907,-6.80383500000001,0.0770756500000002,123.4698405,0.5312543,50.522,0,1
2009,0.24526934592,0.56685735,238.880798,0.680765665,0.06342900585,0.20644795,-6.83957849999999,0.0870480500000001,123.656818,0.5118218685,51.36,0,1
2010,0.228712283065,0.57781115,243.5439095,0.693696355099999,0.0779705153099998,0.201977,-6.694271,0.0860067500000001,123.4369655,0.525811279999999,52.7635,0,1
2011,0.23938175723,0.559822150000001,236.586656,0.671269066000001,0.0856902827800001,0.2040738,-7.17696150000001,0.0899024,122.3993055,0.479514985000001,53.184,0,1
2012,0.236196586455,0.571695100000001,242.5569375,0.669811340000001,0.069287541465,0.1951285,-6.9997085,0.08370135,122.099837,0.474657269999999,54.34,7,1
2013,0.24196858968,0.578873749999999,239.5708225,0.656467188849999,0.0727687310099999,0.1995335,-7.1999795,0.0976216999999999,120.7844735,0.4672444,55.6915,1,1
2014,0.237614019545,0.589574149999999,231.953446,0.6534970216,0.058542842685,0.1900837,-6.95737600000002,0.08467125,122.584669,0.464598955000001,56.9645,0,1
2015,0.246800921253237,0.5910075608493,224.708844122216,0.633498826773693,0.0582616597151735,0.187513153806318,-7.13425530813049,0.0957433972035214,119.696105126877,0.443944464008285,59.5479026411186,0,1
2016,0.280289703824277,0.599976383951243,219.400763839512,0.592877156170644,0.074646383539868,0.180197968511935,-7.94991264601321,0.107298222447943,119.070343829355,0.430769029964449,61.3712544438801,0,1
2017,0.28991629086,0.6122864,209.343613,0.586738586899998,0.09820921283,0.19421845,-8.4226975,0.11175245,116.8402775,0.414465275,64.8615,1,1
2018,0.2719409026,0.66493,200.919119,0.59059117,0.0359479205600001,0.17178135,-7.25366599999999,0.1281401,122.004325,0.44714092,67.276,1,1
2019,0.2892975455,0.64421535,197.733133,0.578796113250001,0.0765175895049999,0.1671606,-8.04173800000001,0.1247987,118.868163,0.465855620000001,69.6555,1,1
2020,0.247374037425967,0.673077448747152,197.114662300683,0.611914191343964,0.0390522530068337,0.177048177676538,-7.20402391799544,0.143504840546697,121.228703872437,0.482755148063781,63.1110478359909,1,1
